OrderId,Customer,Amount,Currency,TradeDate,IsActive,Region
O00450,Globex,"3,317.12",EUR,27/02/2026,N,EU
O00451,HOOLI,"3,794.68",EUR,19/02/2026,Y,US
O00452,Globex,"1,449.96",CHF,19/07/2026,N,EU
O00453,UMBRELLA,"4,223.37",USD,18/03/2026,Y,US
O00454,ACME,"1,841.46",CHF,23/06/2026,Y,US
O00455,Umbrella,"1,249.62",USD,13/06/2026,Y,EU
O00456,Initech,585.01,CHF,11/04/2026,N,EU
O00457,ACME,"3,046.56",USD,19/04/2026,Y,US
O00458,Umbrella,"3,694.23",CHF,15/05/2026,Y,EU
O00459,HOOLI,"2,494.48",CHF,23/05/2026,N,US
O00460,ACME,568.24,CHF,11/05/2026,Y,US
O00461,Globex,"3,405.00",EUR,16/06/2026,N,US
O00462,ACME,"2,093.25",CHF,17/07/2026,N,US
O00463,Hooli,458.77,USD,20/08/2026,N,US
O00464,Hooli,280.96,CHF,23/04/2026,Y,EU
O00465,Umbrella,"3,811.99",EUR,18/09/2026,Y,US
O00466,Hooli,826.84,CHF,27/04/2026,N,EU
O00467,GLOBEX,"4,818.40",EUR,21/06/2026,N,EU
O00468,ACME,"1,015.04",USD,14/03/2026,N,EU
O00469,Umbrella,"1,196.98",EUR,26/01/2026,N,EU
O00470,Globex,"4,678.23",USD,14/05/2026,Y,EU
O00471,HOOLI,"2,820.71",USD,27/02/2026,N,EU
O00472,Globex,"3,388.36",EUR,22/08/2026,Y,US
O00473,ACME,"3,453.75",EUR,25/06/2026,Y,EU
O00474,ACME,313.28,USD,16/05/2026,Y,US
O00475,Initech,"2,242.96",EUR,20/03/2026,N,EU
O00476,UMBRELLA,"2,850.24",USD,27/03/2026,Y,US
O00477,ACME,63.86,USD,20/02/2026,N,US
O00478,ACME,"3,229.09",USD,16/08/2026,N,EU
O00479,ACME,"1,802.88",EUR,18/05/2026,Y,US
O00480,ACME,704.57,EUR,22/01/2026,Y,US
O00481,Initech,"1,845.59",CHF,15/09/2026,Y,US
O00482,INITECH,"3,714.19",USD,15/07/2026,N,US
O00483,Initech,"1,154.34",EUR,21/09/2026,N,US
O00484,Globex,298.03,EUR,11/07/2026,Y,EU
O00485,UMBRELLA,"2,120.67",CHF,19/03/2026,Y,EU
O00486,GLOBEX,"3,444.65",EUR,24/03/2026,N,EU
O00487,ACME,"4,895.40",USD,16/08/2026,Y,US
O00488,INITECH,23.98,CHF,23/09/2026,Y,EU
O00489,INITECH,369.25,EUR,23/09/2026,N,US
O00490,ACME,"2,199.08",CHF,15/03/2026,N,EU
O00491,Initech,30.93,CHF,28/06/2026,Y,EU
O00492,Umbrella,434.36,USD,24/09/2026,N,US
O00493,Hooli,"4,541.17",EUR,12/07/2026,Y,EU
O00494,Initech,"3,049.65",USD,21/07/2026,N,US
O00495,Globex,"1,503.57",USD,10/09/2026,Y,US
O00496,Globex,"3,396.63",USD,14/02/2026,N,EU
O00497,Hooli,"2,908.03",USD,26/06/2026,Y,EU
O00498,Hooli,"2,212.43",USD,17/02/2026,Y,EU
O00499,GLOBEX,"2,745.09",EUR,18/04/2026,Y,EU
O00500,Globex,"2,663.39",USD,17/08/2026,N,EU
O00501,Globex,"2,710.72",CHF,26/02/2026,Y,US
O00502,Umbrella,"3,400.67",USD,26/03/2026,Y,EU
O00503,Hooli,519.45,CHF,27/07/2026,Y,US
O00504,Globex,"2,819.54",EUR,21/03/2026,Y,EU
O00505,Umbrella,"1,192.14",USD,10/01/2026,Y,US
O00506,Umbrella,"1,506.65",CHF,23/03/2026,Y,EU
O00507,Hooli,"4,943.21",EUR,21/02/2026,Y,EU
O00508,INITECH,"3,729.72",USD,18/01/2026,Y,EU
O00509,Globex,"1,871.34",CHF,21/09/2026,N,EU
O00510,ACME,"4,084.56",USD,21/02/2026,N,US
O00511,Hooli,573.72,CHF,18/04/2026,N,EU
O00512,GLOBEX,"3,472.70",EUR,13/08/2026,Y,EU
O00513,Umbrella,560.98,USD,14/03/2026,N,EU
O00514,Umbrella,"4,182.67",CHF,27/05/2026,N,EU
O00515,Umbrella,78.87,USD,25/03/2026,N,EU
O00516,ACME,"4,004.27",EUR,15/02/2026,N,US
O00517,Umbrella,"4,837.97",CHF,22/08/2026,Y,EU
O00518,HOOLI,"2,589.82",GBP,26/06/2026,Y,US
O00519,INITECH,"4,470.98",CHF,16/01/2026,Y,US
O00520,Initech,"3,638.96",USD,22/08/2026,N,EU
O00521,Initech,39.88,CHF,20/08/2026,Y,EU
O00522,ACME,"1,251.21",CHF,14/01/2026,Y,EU
O00523,INITECH,"1,928.31",EUR,18/09/2026,N,US
O00524,Hooli,"2,871.90",CHF,11/03/2026,Y,EU
O00525,Globex,"3,873.75",CHF,21/02/2026,N,EU
O00526,Globex,"4,365.34",EUR,19/02/2026,N,EU
O00527,Initech,"2,549.45",CHF,21/04/2026,N,US
O00528,Initech,311.64,USD,25/06/2026,N,US
O00529,Globex,"4,048.00",USD,14/03/2026,Y,EU
O00530,ACME,"4,444.94",CHF,22/08/2026,N,EU
O00531,Umbrella,"2,847.95",USD,28/03/2026,Y,EU
O00532,Globex,"1,514.43",USD,28/05/2026,N,US
O00533,ACME,"4,606.91",CHF,28/02/2026,Y,EU
O00534,INITECH,"2,906.60",USD,23/06/2026,Y,US
O00535,Umbrella,"1,603.09",EUR,18/05/2026,Y,US
O00536,Globex,"3,135.98",EUR,16/01/2026,Y,US
O00537,Umbrella,"2,245.11",CHF,26/05/2026,Y,US
O00538,Globex,"1,216.26",EUR,11/03/2026,Y,EU
O00539,ACME,"4,049.26",CHF,14/06/2026,Y,EU
O00540,Globex,"1,360.46",CHF,20/01/2026,Y,US
O00541,Globex,"1,614.52",CHF,25/01/2026,N,EU
O00542,Hooli,"3,395.56",USD,11/03/2026,N,EU
O00543,ACME,445.12,CHF,25/06/2026,N,US
O00544,INITECH,"4,701.79",EUR,20/01/2026,N,US
O00545,ACME,"2,081.52",CHF,15/06/2026,Y,EU
O00546,ACME,789.40,EUR,12/09/2026,N,US
O00547,Initech,"2,120.08",CHF,14/09/2026,N,US
O00548,Globex,"3,708.00",USD,11/08/2026,N,EU
O00549,Hooli,"4,887.15",USD,18/09/2026,N,EU
O00550,Hooli,"2,652.78",USD,18/03/2026,Y,US
O00551,HOOLI,"2,384.06",CHF,14/06/2026,Y,EU
O00552,Umbrella,"3,785.38",EUR,14/01/2026,Y,US
O00553,ACME,"2,720.93",EUR,15/09/2026,N,EU
O00554,Hooli,"1,837.32",EUR,15/03/2026,Y,EU
O00555,Initech,"3,892.75",EUR,25/08/2026,Y,EU
O00556,Initech,"4,506.14",USD,16/08/2026,N,US
O00557,ACME,547.94,CHF,12/01/2026,N,US
O00558,Initech,309.33,CHF,23/07/2026,N,US
O00559,Globex,163.23,EUR,23/05/2026,Y,US
O00560,Globex,"1,773.79",USD,18/07/2026,N,EU
O00561,Umbrella,"1,090.88",CHF,25/03/2026,N,EU
O00562,Globex,"4,115.92",USD,20/02/2026,Y,EU
O00563,Umbrella,"4,361.78",EUR,20/03/2026,N,EU
O00564,GLOBEX,"2,899.60",EUR,11/06/2026,N,EU
O00565,Globex,"2,179.69",EUR,10/05/2026,Y,EU
O00566,Globex,"4,871.94",EUR,19/03/2026,Y,US
O00567,Hooli,"3,682.72",EUR,24/03/2026,N,US
O00568,ACME,"2,076.87",CHF,20/07/2026,Y,EU
O00569,Hooli,"1,180.71",CHF,11/01/2026,Y,EU
O00570,Hooli,"2,979.95",CHF,13/07/2026,Y,EU
O00571,ACME,"4,953.99",USD,13/02/2026,Y,EU
O00572,Umbrella,"4,853.23",CHF,10/07/2026,Y,US
O00573,Globex,"3,430.10",EUR,26/09/2026,Y,US
O00574,Hooli,"1,774.33",USD,21/02/2026,Y,EU
O00575,GLOBEX,"3,659.68",USD,10/03/2026,N,US
O00576,INITECH,353.91,EUR,26/04/2026,Y,EU
O00577,Umbrella,"3,949.70",USD,10/05/2026,N,US
O00578,ACME,"3,269.04",CHF,27/05/2026,N,EU
O00579,Umbrella,"4,910.22",CHF,22/05/2026,N,EU
O00580,Initech,"2,704.58",USD,22/03/2026,N,EU
O00581,UMBRELLA,"4,020.73",CHF,17/01/2026,N,US
O00582,Hooli,"3,652.68",EUR,13/04/2026,Y,EU
O00583,Hooli,"3,922.00",CHF,22/01/2026,N,EU
O00584,Umbrella,"2,749.25",GBP,28/08/2026,Y,EU
O00585,UMBRELLA,"3,733.57",USD,20/09/2026,N,US
O00586,Globex,"4,126.70",CHF,21/07/2026,Y,US
O00587,Umbrella,"4,879.90",USD,12/06/2026,Y,EU
O00588,Hooli,"3,829.29",USD,21/08/2026,N,EU
O00589,Hooli,"1,113.91",EUR,26/02/2026,N,US
O00590,Hooli,"1,032.16",EUR,17/06/2026,Y,US
O00591,Globex,"4,111.21",USD,11/03/2026,N,US
O00592,Umbrella,"1,815.20",USD,23/02/2026,Y,EU
O00593,INITECH,"1,886.66",USD,26/06/2026,N,US
O00594,UMBRELLA,"3,314.57",USD,19/07/2026,N,EU
O00595,ACME,"2,251.52",USD,26/03/2026,Y,EU
O00596,ACME,"3,404.10",USD,26/08/2026,Y,US
O00597,Hooli,"1,860.16",USD,18/07/2026,Y,EU
O00598,Hooli,"1,012.26",CHF,11/05/2026,Y,US
O00599,Initech,"3,593.72",USD,18/06/2026,Y,EU
O00600,Initech,"4,177.22",EUR,25/09/2026,Y,EU
O00601,GLOBEX,650.22,USD,11/06/2026,N,US
O00602,Umbrella,"1,842.20",CHF,23/05/2026,N,US
O00603,Hooli,"4,056.02",USD,22/04/2026,Y,EU
O00604,Hooli,966.13,CHF,12/06/2026,Y,EU
O00605,INITECH,"4,302.29",EUR,22/08/2026,N,US
O00606,HOOLI,"2,079.41",CHF,13/01/2026,N,EU
O00607,UMBRELLA,"3,512.38",USD,25/07/2026,Y,US
O00608,ACME,"2,204.79",USD,26/03/2026,Y,US
O00609,Globex,"3,704.84",USD,11/09/2026,N,US
O00610,Hooli,"1,657.46",USD,13/08/2026,Y,EU
O00611,Globex,"4,240.97",CHF,13/01/2026,N,US
O00612,ACME,"4,242.29",EUR,11/08/2026,Y,EU
O00613,INITECH,"2,419.13",EUR,23/09/2026,Y,US
O00614,Umbrella,"4,086.08",CHF,20/03/2026,N,EU
O00615,GLOBEX,"2,595.91",EUR,27/03/2026,N,EU
O00616,Hooli,"1,319.09",USD,18/07/2026,N,EU
O00617,HOOLI,"1,979.97",USD,19/01/2026,N,US
O00618,Globex,"4,335.21",USD,18/09/2026,N,US
O00619,GLOBEX,667.43,EUR,21/09/2026,N,EU
O00620,UMBRELLA,"3,552.27",EUR,20/06/2026,Y,EU
O00621,Umbrella,"4,597.70",CHF,20/01/2026,Y,US
O00622,Hooli,347.53,CHF,11/06/2026,N,EU
O00623,Globex,"3,982.48",USD,16/04/2026,N,US
O00624,Umbrella,"4,674.95",USD,16/04/2026,Y,EU
O00625,GLOBEX,"2,178.98",CHF,11/02/2026,Y,US
O00626,ACME,"4,073.34",USD,10/03/2026,Y,EU
O00627,UMBRELLA,"1,111.82",CHF,16/05/2026,Y,EU
O00628,GLOBEX,"3,889.95",CHF,26/04/2026,Y,US
O00629,Umbrella,485.22,EUR,23/01/2026,Y,US
O00630,Initech,"3,533.99",USD,14/07/2026,Y,US
O00631,Globex,218.37,USD,17/05/2026,N,US
O00632,Hooli,"3,599.59",USD,20/05/2026,Y,EU
O00633,Globex,"4,728.33",CHF,22/04/2026,Y,EU
O00634,Initech,"1,906.07",CHF,17/05/2026,Y,US
O00635,Globex,"2,327.54",CHF,23/03/2026,N,EU
O00636,Umbrella,580.72,USD,16/02/2026,Y,US
O00637,Initech,"2,454.68",EUR,12/08/2026,Y,EU
O00638,Umbrella,"1,407.19",USD,12/09/2026,Y,US
O00639,Globex,"2,357.57",EUR,11/05/2026,Y,US
O00640,ACME,"1,728.05",EUR,11/05/2026,Y,US
O00641,Initech,"1,757.65",USD,20/04/2026,N,EU
O00642,Globex,557.14,USD,27/02/2026,N,EU
O00643,ACME,"3,740.51",EUR,22/03/2026,N,US
O00644,ACME,181.06,CHF,23/02/2026,Y,EU
O00645,Umbrella,"2,893.19",USD,21/02/2026,Y,EU
O00646,Initech,856.79,EUR,10/06/2026,N,EU
O00647,Initech,753.70,EUR,17/02/2026,Y,US
O00648,Globex,"2,485.68",CHF,13/09/2026,N,EU
O00649,Umbrella,"1,237.39",CHF,11/09/2026,N,US
O00650,Initech,"4,747.48",USD,27/07/2026,Y,US
O00651,Globex,"4,542.93",CHF,26/09/2026,Y,EU
O00652,ACME,85.41,EUR,28/08/2026,Y,US
O00653,GLOBEX,447.02,EUR,18/03/2026,Y,US
O00654,UMBRELLA,"1,972.40",CHF,19/02/2026,Y,EU
O00655,ACME,"3,322.81",EUR,17/04/2026,Y,US
O00656,Globex,374.54,USD,11/02/2026,Y,EU
O00657,HOOLI,"3,866.55",EUR,20/05/2026,Y,EU
O00658,UMBRELLA,"2,963.40",EUR,20/01/2026,N,US
O00659,Umbrella,170.87,EUR,26/03/2026,Y,US
O00660,Globex,"3,985.60",EUR,16/04/2026,Y,EU
O00661,Initech,"3,543.11",EUR,25/01/2026,Y,US
O00662,Umbrella,"2,632.51",USD,12/02/2026,Y,US
O00663,ACME,"4,230.17",USD,21/02/2026,Y,US
O00664,Umbrella,"3,366.86",CHF,14/08/2026,N,EU
O00665,Initech,"4,524.87",CHF,28/08/2026,Y,US
O00666,Umbrella,"1,935.27",CHF,19/09/2026,Y,EU
O00667,ACME,"4,847.13",USD,17/04/2026,Y,EU
O00668,HOOLI,"2,295.43",EUR,28/08/2026,Y,EU
O00669,UMBRELLA,"3,321.43",USD,22/06/2026,N,US
O00670,ACME,"1,149.45",CHF,23/06/2026,N,EU
O00671,ACME,"1,509.35",CHF,13/01/2026,N,EU
O00672,Umbrella,"2,064.67",USD,14/08/2026,N,US
O00673,HOOLI,"1,076.15",USD,24/07/2026,Y,US
O00674,Initech,"1,685.76",USD,24/03/2026,N,US
O00675,Hooli,"4,037.59",EUR,11/04/2026,N,US
O00676,GLOBEX,"1,956.98",USD,21/03/2026,Y,EU
O00677,Globex,"1,764.23",CHF,19/07/2026,N,US
O00678,INITECH,"4,779.36",CHF,15/04/2026,N,EU
O00679,HOOLI,56.45,EUR,17/02/2026,N,EU
O00680,Hooli,"4,048.88",USD,13/06/2026,N,EU
O00681,GLOBEX,"4,643.77",USD,12/07/2026,N,EU
O00682,Umbrella,"1,339.06",USD,19/06/2026,N,US
O00683,Hooli,"4,045.29",EUR,25/08/2026,N,EU
O00684,ACME,294.33,GBP,27/02/2026,N,US
O00685,UMBRELLA,"1,565.99",CHF,24/03/2026,Y,US
O00686,Initech,"2,417.53",EUR,14/05/2026,Y,US
O00687,Hooli,"4,590.82",CHF,22/01/2026,Y,EU
O00688,HOOLI,"3,211.07",USD,19/04/2026,Y,US
O00689,UMBRELLA,"2,745.56",USD,22/02/2026,N,US
O00690,INITECH,"3,457.35",USD,15/06/2026,N,EU
O00691,ACME,"3,974.81",USD,16/03/2026,Y,US
O00692,Globex,"1,546.93",CHF,19/03/2026,Y,US
O00693,HOOLI,"1,495.18",USD,15/06/2026,N,EU
O00694,Initech,"4,458.99",USD,20/04/2026,N,US
O00695,UMBRELLA,551.06,USD,22/06/2026,N,US
O00696,UMBRELLA,"3,968.42",USD,13/05/2026,Y,EU
O00697,Hooli,"2,256.69",USD,20/03/2026,Y,US
O00698,GLOBEX,"1,401.73",CHF,27/08/2026,N,US
O00699,ACME,"1,384.19",USD,26/07/2026,N,EU
O00700,ACME,"1,306.04",EUR,27/01/2026,N,US
O00701,Initech,"3,014.71",USD,17/05/2026,Y,EU
O00702,Hooli,491.06,CHF,13/07/2026,N,EU
O00703,Globex,"3,223.70",CHF,22/02/2026,N,US
O00704,Initech,"2,005.89",USD,21/06/2026,Y,EU
O00705,Globex,"2,663.64",CHF,19/07/2026,Y,US
O00706,Globex,"1,700.26",EUR,12/07/2026,Y,US
O00707,HOOLI,"3,342.38",CHF,22/07/2026,Y,EU
O00708,HOOLI,"3,646.49",CHF,14/03/2026,Y,EU
O00709,Globex,"2,507.85",USD,22/01/2026,N,EU
O00710,GLOBEX,"3,240.80",CHF,18/07/2026,Y,EU
O00711,Hooli,"3,028.19",CHF,16/05/2026,Y,US
O00712,INITECH,478.26,CHF,21/02/2026,Y,EU
O00713,Hooli,368.01,USD,10/04/2026,N,US
O00714,Globex,"2,239.89",CHF,24/01/2026,Y,EU
O00715,ACME,"2,693.94",USD,25/02/2026,Y,US
O00716,INITECH,"3,150.95",USD,26/06/2026,Y,US
O00717,GLOBEX,"2,787.44",EUR,28/05/2026,Y,EU
O00718,GLOBEX,"3,892.67",EUR,18/09/2026,N,US
O00719,Initech,324.65,CHF,12/05/2026,Y,EU
O00720,Umbrella,"1,957.63",CHF,17/07/2026,Y,US
O00721,Initech,"4,811.45",USD,12/05/2026,N,EU
O00722,Hooli,677.38,USD,16/08/2026,N,EU
O00723,Hooli,957.67,USD,19/03/2026,Y,US
O00724,ACME,"3,682.61",CHF,24/01/2026,Y,US
O00725,Globex,"3,868.85",EUR,19/09/2026,Y,EU
O00726,Hooli,"3,600.37",EUR,16/06/2026,N,EU
O00727,ACME,"4,178.96",CHF,18/09/2026,N,EU
O00728,Globex,"2,831.23",USD,19/06/2026,Y,US
O00729,ACME,"3,699.44",CHF,23/06/2026,Y,US
O00730,UMBRELLA,"3,865.85",USD,14/02/2026,N,EU
O00731,Umbrella,"2,433.60",EUR,20/06/2026,N,US
O00732,Globex,"4,251.34",CHF,26/05/2026,N,US
O00733,GLOBEX,"1,775.54",CHF,16/01/2026,N,US
O00734,HOOLI,"2,189.37",CHF,15/07/2026,N,EU
O00735,GLOBEX,700.21,EUR,28/04/2026,N,US
O00736,ACME,55.53,EUR,11/08/2026,Y,EU
O00737,HOOLI,"2,675.57",EUR,20/06/2026,N,US
O00738,Umbrella,"3,846.97",EUR,17/01/2026,Y,US
O00739,INITECH,"1,916.13",EUR,28/02/2026,Y,US
O00740,GLOBEX,"2,205.78",CHF,12/08/2026,Y,EU
O00741,Umbrella,853.18,CHF,25/04/2026,N,US
O00742,HOOLI,717.46,USD,12/07/2026,Y,US
O00743,Globex,34.45,CHF,11/04/2026,Y,US
O00744,ACME,"4,540.89",EUR,11/01/2026,N,US
O00745,ACME,"2,015.89",EUR,27/01/2026,N,US
O00746,Initech,219.37,USD,25/01/2026,Y,EU
O00747,ACME,942.82,CHF,26/03/2026,N,US
O00748,ACME,"2,553.95",USD,12/01/2026,Y,EU
O00749,HOOLI,"3,240.77",EUR,27/09/2026,Y,US
O00750,ACME,"3,310.61",CHF,24/05/2026,N,EU
O00751,ACME,"2,803.90",EUR,15/01/2026,N,US
O00752,GLOBEX,619.55,CHF,23/04/2026,Y,US
O00753,Hooli,"4,882.51",CHF,21/09/2026,Y,EU
O00754,ACME,"3,653.56",EUR,21/02/2026,N,EU
O00755,Initech,"1,557.01",USD,25/03/2026,N,EU
O00756,GLOBEX,44.65,EUR,13/01/2026,Y,EU
O00757,HOOLI,"1,933.02",USD,12/04/2026,Y,EU
O00758,ACME,"3,587.05",EUR,23/03/2026,Y,EU
O00759,GLOBEX,"3,097.41",USD,18/08/2026,Y,EU
O00760,Initech,"3,940.56",USD,20/01/2026,N,US
O00761,ACME,819.05,EUR,20/08/2026,N,US
O00762,GLOBEX,75.67,CHF,20/01/2026,Y,EU
O00763,Hooli,"4,432.55",USD,17/01/2026,N,EU
O00764,ACME,"2,660.77",EUR,20/01/2026,N,EU
O00765,Initech,"1,841.96",CHF,24/02/2026,Y,EU
O00766,Globex,"2,659.28",CHF,17/09/2026,N,EU
O00767,HOOLI,"3,452.62",CHF,16/02/2026,Y,EU
O00768,Initech,"3,777.81",EUR,23/05/2026,Y,US
O00769,Globex,"3,056.90",CHF,19/03/2026,N,EU
O00770,GLOBEX,"1,719.81",EUR,16/02/2026,N,EU
O00771,Hooli,"4,821.92",CHF,12/03/2026,Y,EU
O00772,Umbrella,"1,526.46",EUR,27/02/2026,Y,EU
O00773,ACME,"1,813.89",GBP,13/09/2026,N,EU
O00774,HOOLI,"3,440.82",USD,15/08/2026,Y,EU
O00775,Initech,"1,522.79",USD,24/03/2026,Y,EU
O00776,Umbrella,"1,718.31",EUR,22/01/2026,Y,US
O00777,ACME,"4,276.51",USD,18/06/2026,Y,US
O00778,Globex,372.52,EUR,28/03/2026,N,US
O00779,Initech,911.54,EUR,13/08/2026,Y,US
O00780,Umbrella,"1,277.16",EUR,11/04/2026,Y,US
O00781,Initech,83.94,EUR,21/06/2026,Y,US
O00782,Globex,"1,853.19",CHF,21/05/2026,N,EU
O00783,Globex,"2,620.02",EUR,15/04/2026,N,US
O00784,UMBRELLA,"4,661.95",EUR,16/04/2026,Y,EU
O00785,Umbrella,"4,267.15",EUR,18/08/2026,Y,EU
O00786,ACME,507.03,USD,17/06/2026,N,EU
O00787,ACME,"2,368.22",USD,13/02/2026,N,EU
O00788,Hooli,"3,560.50",EUR,13/07/2026,N,US
O00789,Umbrella,"4,616.19",EUR,24/07/2026,Y,US
O00790,ACME,962.04,USD,24/06/2026,N,US
O00791,Globex,"4,683.58",CHF,12/01/2026,Y,US
O00792,Umbrella,"3,723.67",CHF,13/07/2026,Y,US
O00793,Umbrella,"2,628.95",EUR,15/09/2026,N,US
O00794,Globex,516.48,USD,24/05/2026,N,EU
O00795,Globex,381.43,USD,13/06/2026,Y,US
O00796,INITECH,"3,322.75",USD,13/02/2026,N,US
O00797,Umbrella,"1,294.03",CHF,26/01/2026,Y,US
O00798,Umbrella,"3,437.71",EUR,17/09/2026,N,EU
O00799,Hooli,705.10,USD,22/03/2026,N,EU
O00800,ACME,"4,288.01",USD,17/03/2026,Y,US
O00801,Hooli,"2,299.65",CHF,24/02/2026,Y,US
O00802,ACME,"1,433.01",EUR,19/04/2026,N,US
O00803,HOOLI,"1,004.79",EUR,10/07/2026,Y,EU
O00804,ACME,"1,806.00",USD,12/04/2026,N,US
O00805,Initech,"2,563.15",CHF,16/08/2026,Y,US
O00806,Globex,"4,171.26",EUR,24/05/2026,N,US
O00807,Globex,"4,874.93",USD,23/01/2026,Y,US
O00808,Initech,"2,071.15",CHF,28/01/2026,N,US
O00809,GLOBEX,"1,199.78",EUR,18/03/2026,N,US
O00810,UMBRELLA,"2,813.75",CHF,14/07/2026,N,US
O00811,Globex,"2,818.77",USD,14/07/2026,Y,US
O00812,Hooli,684.96,USD,15/01/2026,Y,EU
O00813,UMBRELLA,845.83,CHF,23/08/2026,N,US
O00814,Hooli,"3,311.91",EUR,23/05/2026,Y,US
O00815,ACME,"2,183.54",EUR,19/01/2026,Y,US
O00816,Initech,"3,769.80",EUR,23/03/2026,Y,EU
O00817,HOOLI,"1,894.62",USD,28/09/2026,Y,US
O00818,Umbrella,"1,226.29",CHF,28/09/2026,N,EU
O00819,Hooli,"4,812.52",EUR,12/07/2026,N,EU
O00820,Hooli,"1,916.15",CHF,17/05/2026,N,EU
O00821,Initech,"4,781.95",USD,11/02/2026,N,US
O00822,Globex,"3,363.82",EUR,25/08/2026,N,US
O00823,Globex,"2,332.87",USD,23/04/2026,Y,US
O00824,Globex,"2,719.47",USD,17/03/2026,N,US
O00825,INITECH,"1,906.64",USD,14/06/2026,Y,EU
O00826,GLOBEX,"4,398.66",EUR,26/01/2026,Y,EU
O00827,UMBRELLA,"3,083.75",CHF,25/02/2026,N,US
O00828,INITECH,"2,889.03",USD,23/06/2026,N,US
O00829,Globex,"4,058.73",CHF,15/01/2026,N,EU
O00830,Initech,594.54,CHF,27/05/2026,Y,EU
O00831,Globex,"3,527.43",EUR,19/06/2026,N,US
O00832,GLOBEX,"4,109.66",CHF,28/08/2026,Y,EU
O00833,GLOBEX,"4,486.45",CHF,23/09/2026,N,EU
O00834,ACME,359.56,EUR,12/03/2026,Y,EU
O00835,ACME,876.20,EUR,17/05/2026,Y,US
O00836,ACME,580.00,EUR,14/04/2026,N,EU
O00837,INITECH,376.01,USD,19/06/2026,N,EU
O00838,Umbrella,"4,375.06",USD,12/01/2026,N,US
O00839,Globex,"1,335.13",EUR,18/01/2026,Y,EU
O00840,Initech,"1,715.08",USD,16/03/2026,Y,US
O00841,GLOBEX,"4,196.29",GBP,19/07/2026,Y,US
O00842,Globex,"1,563.78",EUR,13/08/2026,Y,EU
O00843,HOOLI,769.73,CHF,24/08/2026,Y,EU
O00844,Hooli,475.68,CHF,28/08/2026,N,US
O00845,Globex,75.61,CHF,13/04/2026,N,US
O00846,Globex,"3,756.70",CHF,26/07/2026,N,US
O00847,ACME,164.21,CHF,17/01/2026,N,EU
O00848,Globex,"3,200.98",CHF,16/08/2026,Y,EU
O00849,Globex,"4,931.38",CHF,14/05/2026,Y,EU
O00850,ACME,"1,139.29",USD,22/05/2026,N,EU
O00851,Hooli,"3,608.74",EUR,12/06/2026,N,US
O00852,ACME,"1,631.90",EUR,15/03/2026,Y,EU
O00853,Umbrella,160.83,USD,26/02/2026,N,EU
O00854,Umbrella,"2,651.02",EUR,12/02/2026,N,EU
O00855,Umbrella,"2,422.80",USD,17/09/2026,N,EU
O00856,INITECH,"4,262.94",CHF,21/07/2026,N,US
O00857,INITECH,"3,097.54",EUR,12/08/2026,N,EU
O00858,GLOBEX,197.03,CHF,12/03/2026,N,EU
O00859,Hooli,189.43,CHF,20/02/2026,N,EU
O00860,Hooli,437.65,USD,11/02/2026,Y,US
O00861,Initech,"4,549.98",CHF,26/03/2026,Y,EU
O00862,ACME,"1,586.88",CHF,15/07/2026,Y,US
O00863,GLOBEX,"1,940.50",USD,21/06/2026,Y,EU
O00864,Globex,"2,295.83",CHF,12/02/2026,N,EU
O00865,Umbrella,"2,369.12",EUR,24/05/2026,N,EU
O00866,GLOBEX,"3,672.62",EUR,25/04/2026,Y,EU
O00867,Hooli,"1,700.87",EUR,18/01/2026,N,EU
O00868,Globex,"4,881.40",CHF,20/06/2026,Y,EU
O00869,Initech,"3,416.26",CHF,11/07/2026,Y,EU
O00870,Globex,"2,878.71",EUR,11/05/2026,Y,US
O00871,Initech,"1,147.33",USD,21/05/2026,N,US
O00872,INITECH,"3,092.97",USD,19/07/2026,Y,EU
O00873,Globex,72.83,CHF,28/07/2026,Y,EU
O00874,ACME,"4,953.30",CHF,14/03/2026,N,EU
O00875,Initech,"2,527.70",USD,23/07/2026,N,EU
O00876,Globex,"1,206.61",CHF,11/06/2026,N,EU
O00877,Globex,"4,240.90",EUR,11/09/2026,N,US
O00878,INITECH,"2,356.39",USD,20/04/2026,N,EU
O00879,Globex,329.45,EUR,10/06/2026,Y,EU
O00880,Globex,"1,859.59",CHF,25/02/2026,Y,US
O00881,GLOBEX,"4,300.93",CHF,19/07/2026,N,US
O00882,Umbrella,"1,556.31",CHF,20/08/2026,N,US
O00883,Initech,"3,697.96",USD,28/02/2026,Y,US
O00884,UMBRELLA,"2,236.24",EUR,16/04/2026,Y,EU
O00885,INITECH,"2,715.64",CHF,28/02/2026,Y,US
O00886,Umbrella,"2,957.44",USD,14/01/2026,N,US
O00887,ACME,927.21,USD,21/09/2026,Y,EU
O00888,GLOBEX,"3,971.59",CHF,17/01/2026,N,EU
O00889,Umbrella,797.13,CHF,23/02/2026,Y,EU
O00890,Initech,"1,515.80",USD,15/09/2026,N,EU
O00891,Hooli,"3,763.38",EUR,22/03/2026,Y,US
O00892,GLOBEX,97.56,CHF,13/09/2026,N,EU
O00893,ACME,"4,620.67",EUR,10/09/2026,Y,EU
O00894,Hooli,"2,317.39",EUR,16/09/2026,Y,US
O00895,Globex,"3,159.04",EUR,14/07/2026,N,US
O00896,Hooli,"1,387.30",USD,26/04/2026,N,US
O00897,ACME,467.05,EUR,15/06/2026,Y,US
