order_id,customer,amount,ccy,trade_date,active
O00536,Globex,3135.98,EUR,2026-01-16,True
O00537,Umbrella,2245.11,CHF,2026-05-26,True
O00538,Globex,1216.26,EUR,2026-03-11,True
O00539,ACME,4049.26,CHF,2026-06-14,True
O00540,Globex,1360.46,CHF,2026-01-20,True
O00541,Globex,1614.52,CHF,2026-01-25,False
O00542,Hooli,3398.03,USD,2026-03-11,False
O00543,ACME,445.12,CHF,2026-06-25,False
O00544,Initech,4701.79,EUR,2026-01-20,False
O00545,ACME,2081.52,CHF,2026-06-15,True
O00546,ACME,789.4,EUR,2026-09-12,False
O00547,Initech,2121.92,CHF,2026-09-14,False
O00548,Globex,3708.0,USD,2026-08-11,False
O00549,Hooli,4887.15,USD,2026-09-18,False
O00550,Hooli,2652.87,USD,2026-03-18,True
O00551,Hooli,2384.06,CHF,2026-06-14,True
O00552,Umbrella,3785.38,EUR,2026-01-14,True
O00553,ACME,2720.93,EUR,2026-09-15,False
O00554,Hooli,1834.39,EUR,2026-03-15,True
O00555,Initech,3892.75,EUR,2026-08-25,True
O00556,Initech,4506.14,USD,2026-08-16,False
O00557,ACME,547.94,CHF,2026-01-12,False
O00558,Initech,309.33,CHF,2026-07-23,False
O00559,Globex,163.23,EUR,2026-05-23,True
O00560,Globex,1777.98,USD,2026-07-18,False
O00561,Umbrella,1090.88,CHF,2026-03-25,False
O00562,Globex,4115.92,USD,2026-02-20,True
O00563,Umbrella,4361.78,EUR,2026-03-20,False
O00564,Globex,2900.33,EUR,2026-06-11,False
O00565,Globex,2179.69,EUR,2026-05-10,True
O00566,Globex,4871.94,EUR,2026-03-19,True
O00567,Hooli,3682.72,EUR,2026-03-24,False
O00568,ACME,2076.87,CHF,2026-07-20,True
O00569,Hooli,1180.71,CHF,2026-01-11,True
O00570,Hooli,2979.95,CHF,2026-07-13,True
O00571,ACME,4953.99,USD,2026-02-13,True
O00572,Umbrella,4853.23,CHF,2026-07-10,True
O00573,Globex,3430.1,EUR,2026-09-26,True
O00574,Hooli,1774.33,USD,2026-02-21,True
O00575,Globex,3659.68,USD,2026-03-10,False
O00576,Initech,353.91,EUR,2026-04-26,True
O00577,Umbrella,3949.7,USD,2026-05-10,False
O00578,ACME,3269.04,CHF,2026-05-27,False
O00579,Umbrella,4911.98,CHF,2026-05-22,False
O00580,Initech,2704.58,USD,2026-03-22,False
O00581,Umbrella,4020.73,CHF,2026-01-17,False
O00582,Hooli,3652.68,EUR,2026-04-13,True
O00583,Hooli,3922.0,CHF,2026-01-22,False
O00584,Umbrella,2749.25,USD,2026-08-28,True
O00585,Umbrella,3733.57,USD,2026-09-20,False
O00586,Globex,4126.7,CHF,2026-07-21,True
O00587,Umbrella,4879.9,USD,2026-06-12,True
O00588,Hooli,3829.29,USD,2026-08-21,False
O00589,Hooli,1113.91,EUR,2026-02-26,False
O00590,Hooli,1032.16,EUR,2026-06-17,True
O00591,Globex,4111.21,USD,2026-03-11,False
O00592,Umbrella,1815.2,USD,2026-02-23,True
O00593,Initech,1881.98,USD,2026-06-26,False
O00594,Umbrella,3314.57,USD,2026-07-19,False
O00595,ACME,2252.08,USD,2026-03-26,True
O00596,ACME,3404.1,USD,2026-08-26,True
O00597,Hooli,1860.16,USD,2026-07-18,True
O00598,Hooli,1012.26,CHF,2026-05-11,True
O00599,Initech,3593.72,USD,2026-06-18,True
O00600,Initech,4172.37,EUR,2026-09-25,True
O00601,Globex,650.22,USD,2026-06-11,False
O00602,Umbrella,1842.2,CHF,2026-05-23,False
O00603,Hooli,4056.02,USD,2026-04-22,True
O00604,Hooli,966.13,CHF,2026-06-12,True
O00605,Initech,4302.29,EUR,2026-08-22,False
O00606,Hooli,2079.41,CHF,2026-01-13,False
O00607,Umbrella,3507.72,USD,2026-07-25,True
O00608,ACME,2204.79,USD,2026-03-26,True
O00609,Globex,3704.84,USD,2026-09-11,False
O00610,Hooli,1657.46,USD,2026-08-13,True
O00611,Globex,4240.97,CHF,2026-01-13,False
O00612,ACME,4242.29,EUR,2026-08-11,True
O00613,Initech,2419.13,EUR,2026-09-23,True
O00614,Umbrella,4086.08,CHF,2026-03-20,False
O00615,Globex,2595.91,EUR,2026-03-27,False
O00616,Hooli,1319.09,USD,2026-07-18,False
O00617,Hooli,1979.97,USD,2026-01-19,False
O00618,Globex,4335.21,USD,2026-09-18,False
O00619,Globex,667.43,EUR,2026-09-21,False
O00620,Umbrella,3552.27,EUR,2026-06-20,True
O00621,Umbrella,4597.7,CHF,2026-01-20,True
O00622,Hooli,347.53,CHF,2026-06-11,False
O00623,Globex,3982.48,USD,2026-04-16,False
O00624,Umbrella,4674.95,USD,2026-04-16,True
O00625,Globex,2174.27,CHF,2026-02-11,True
O00626,ACME,4073.34,USD,2026-03-10,True
O00627,Umbrella,1111.82,CHF,2026-05-16,True
O00628,Globex,3889.95,CHF,2026-04-26,True
O00629,Umbrella,485.22,EUR,2026-01-23,True
O00630,Initech,3533.99,USD,2026-07-14,True
O00631,Globex,218.37,USD,2026-05-17,False
O00632,Hooli,3599.59,USD,2026-05-20,True
O00633,Globex,4728.33,CHF,2026-04-22,True
O00634,Initech,1906.07,CHF,2026-05-17,True
O00635,Globex,2327.62,CHF,2026-03-23,False
O00636,Umbrella,580.72,USD,2026-02-16,True
O00637,Initech,2454.68,EUR,2026-08-12,True
O00638,Umbrella,1407.19,USD,2026-09-12,True
O00639,Globex,2357.57,EUR,2026-05-11,True
O00640,ACME,1728.05,EUR,2026-05-11,True
O00641,Initech,1757.65,USD,2026-04-20,False
O00642,Globex,557.14,USD,2026-02-27,False
O00643,ACME,3737.33,EUR,2026-03-22,False
O00644,ACME,178.3,CHF,2026-02-23,True
O00645,Umbrella,2894.17,USD,2026-02-21,True
O00646,Initech,856.79,EUR,2026-06-10,False
O00647,Initech,753.7,EUR,2026-02-17,True
O00648,Globex,2485.68,CHF,2026-09-13,False
O00649,Umbrella,1237.39,CHF,2026-09-11,False
O00650,Initech,4747.48,USD,2026-07-27,True
O00651,Globex,4542.93,CHF,2026-09-26,True
O00652,ACME,85.41,EUR,2026-08-28,True
O00653,Globex,444.33,EUR,2026-03-18,True
O00654,Umbrella,1972.4,CHF,2026-02-19,True
O00655,ACME,3322.81,EUR,2026-04-17,True
O00656,Globex,374.54,USD,2026-02-11,True
O00657,Hooli,3866.55,EUR,2026-05-20,True
O00658,Umbrella,2963.4,EUR,2026-01-20,False
O00659,Umbrella,170.87,EUR,2026-03-26,True
O00660,Globex,3990.32,EUR,2026-04-16,True
O00661,Initech,3545.9,EUR,2026-01-25,True
O00662,Umbrella,2632.51,USD,2026-02-12,True
O00663,ACME,4230.17,USD,2026-02-21,True
O00664,Umbrella,3366.86,CHF,2026-08-14,False
O00665,Initech,4524.87,CHF,2026-08-28,True
O00666,Umbrella,1935.27,CHF,2026-09-19,True
O00667,ACME,4842.62,USD,2026-04-17,True
O00668,Hooli,2294.94,EUR,2026-08-28,True
O00669,Umbrella,3321.43,USD,2026-06-22,False
O00670,ACME,1149.45,CHF,2026-06-23,False
O00671,ACME,1509.35,CHF,2026-01-13,False
O00672,Umbrella,2059.93,USD,2026-08-14,False
O00673,Hooli,1076.15,USD,2026-07-24,True
O00674,Initech,1685.76,USD,2026-03-24,False
O00675,Hooli,4037.59,EUR,2026-04-11,False
O00676,Globex,1954.45,USD,2026-03-21,True
O00677,Globex,1764.23,CHF,2026-07-19,False
O00678,Initech,4779.36,CHF,2026-04-15,False
O00679,Hooli,55.2,EUR,2026-02-17,False
O00680,Hooli,4048.88,USD,2026-06-13,False
O00681,Globex,4643.77,USD,2026-07-12,False
O00682,Umbrella,1339.06,USD,2026-06-19,False
O00683,Hooli,4045.29,EUR,2026-08-25,False
O00684,ACME,294.33,CHF,2026-02-27,False
O00685,Umbrella,1562.63,CHF,2026-03-24,True
O00686,Initech,2417.53,EUR,2026-05-14,True
O00687,Hooli,4590.82,CHF,2026-01-22,True
O00688,Hooli,3211.07,USD,2026-04-19,True
O00689,Umbrella,2745.56,USD,2026-02-22,False
O00690,Initech,3457.35,USD,2026-06-15,False
O00691,ACME,3970.37,USD,2026-03-16,True
O00692,Globex,1546.93,CHF,2026-03-19,True
O00693,Hooli,1495.18,USD,2026-06-15,False
O00694,Initech,4457.3,USD,2026-04-20,False
O00695,Umbrella,551.06,USD,2026-06-22,False
O00696,Umbrella,3968.42,USD,2026-05-13,True
O00697,Hooli,2256.69,USD,2026-03-20,True
O00698,Globex,1401.73,CHF,2026-08-27,False
O00699,ACME,1384.19,USD,2026-07-26,False
O00700,ACME,1306.04,EUR,2026-01-27,False
O00701,Initech,3014.71,USD,2026-05-17,True
O00702,Hooli,491.06,CHF,2026-07-13,False
O00703,Globex,3227.41,CHF,2026-02-22,False
O00704,Initech,2005.89,USD,2026-06-21,True
O00705,Globex,2663.64,CHF,2026-07-19,True
O00706,Globex,1700.26,EUR,2026-07-12,True
O00707,Hooli,3342.38,CHF,2026-07-22,True
O00708,Hooli,3646.49,CHF,2026-03-14,True
O00709,Globex,2507.85,USD,2026-01-22,False
O00710,Globex,3240.8,CHF,2026-07-18,True
O00711,Hooli,3028.19,CHF,2026-05-16,True
O00712,Initech,478.26,CHF,2026-02-21,True
O00713,Hooli,370.18,USD,2026-04-10,False
O00714,Globex,2239.89,CHF,2026-01-24,True
O00715,ACME,2693.94,USD,2026-02-25,True
O00716,Initech,3150.95,USD,2026-06-26,True
O00717,Globex,2787.44,EUR,2026-05-28,True
O00718,Globex,3892.67,EUR,2026-09-18,False
O00719,Initech,324.65,CHF,2026-05-12,True
O00720,Umbrella,1957.63,CHF,2026-07-17,True
O00721,Initech,4807.09,USD,2026-05-12,False
O00722,Hooli,677.38,USD,2026-08-16,False
O00723,Hooli,957.67,USD,2026-03-19,True
O00724,ACME,3682.61,CHF,2026-01-24,True
O00725,Globex,3868.85,EUR,2026-09-19,True
O00726,Hooli,3600.37,EUR,2026-06-16,False
O00727,ACME,4178.96,CHF,2026-09-18,False
O00728,Globex,2831.23,USD,2026-06-19,True
O00729,ACME,3699.44,CHF,2026-06-23,True
O00730,Umbrella,3865.85,USD,2026-02-14,False
O00731,Umbrella,2435.24,EUR,2026-06-20,False
O00732,Globex,4251.34,CHF,2026-05-26,False
O00733,Globex,1775.54,CHF,2026-01-16,False
O00734,Hooli,2189.37,CHF,2026-07-15,False
O00735,Globex,700.21,EUR,2026-04-28,False
O00736,ACME,55.53,EUR,2026-08-11,True
O00737,Hooli,2675.57,EUR,2026-06-20,False
O00738,Umbrella,3846.97,EUR,2026-01-17,True
O00739,Initech,1919.23,EUR,2026-02-28,True
O00740,Globex,2205.78,CHF,2026-08-12,True
O00741,Umbrella,853.18,CHF,2026-04-25,False
O00742,Hooli,717.46,USD,2026-07-12,True
O00743,Globex,34.45,CHF,2026-04-11,True
O00744,ACME,4540.89,EUR,2026-01-11,False
O00745,ACME,2015.89,EUR,2026-01-27,False
O00746,Initech,216.2,USD,2026-01-25,True
O00747,ACME,942.82,CHF,2026-03-26,False
O00748,ACME,2553.95,USD,2026-01-12,True
O00749,Hooli,3244.79,EUR,2026-09-27,True
O00750,ACME,3310.61,CHF,2026-05-24,False
O00751,ACME,2803.9,EUR,2026-01-15,False
O00752,Globex,619.55,CHF,2026-04-23,True
O00753,Hooli,4882.51,CHF,2026-09-21,True
O00754,ACME,3653.56,EUR,2026-02-21,False
O00755,Initech,1552.96,USD,2026-03-25,False
O00756,Globex,44.65,EUR,2026-01-13,True
O00757,Hooli,1933.02,USD,2026-04-12,True
O00758,ACME,3586.19,EUR,2026-03-23,True
O00759,Globex,3097.41,USD,2026-08-18,True
O00760,Initech,3940.56,USD,2026-01-20,False
O00761,ACME,819.05,EUR,2026-08-20,False
O00762,Globex,75.67,CHF,2026-01-20,True
O00763,Hooli,4432.55,USD,2026-01-17,False
O00764,ACME,2664.76,EUR,2026-01-20,False
O00765,Initech,1841.96,CHF,2026-02-24,True
O00766,Globex,2659.28,CHF,2026-09-17,False
O00767,Hooli,3452.08,CHF,2026-02-16,True
O00768,Initech,3777.81,EUR,2026-05-23,True
O00769,Globex,3056.9,CHF,2026-03-19,False
O00770,Globex,1715.26,EUR,2026-02-16,False
O00771,Hooli,4821.92,CHF,2026-03-12,True
O00772,Umbrella,1526.46,EUR,2026-02-27,True
O00773,ACME,1813.89,EUR,2026-09-13,False
O00774,Hooli,3440.82,USD,2026-08-15,True
O00775,Initech,1522.79,USD,2026-03-24,True
O00776,Umbrella,1718.31,EUR,2026-01-22,True
O00777,ACME,4276.51,USD,2026-06-18,True
O00778,Globex,372.52,EUR,2026-03-28,False
O00779,Initech,911.23,EUR,2026-08-13,True
O00780,Umbrella,1277.16,EUR,2026-04-11,True
O00781,Initech,83.94,EUR,2026-06-21,True
O00782,Globex,1853.19,CHF,2026-05-21,False
O00783,Globex,2620.02,EUR,2026-04-15,False
O00784,Umbrella,4661.95,EUR,2026-04-16,True
O00785,Umbrella,4267.15,EUR,2026-08-18,True
O00786,ACME,507.03,USD,2026-06-17,False
O00787,ACME,2368.22,USD,2026-02-13,False
O00788,Hooli,3560.5,EUR,2026-07-13,False
O00789,Umbrella,4616.19,EUR,2026-07-24,True
O00790,ACME,962.04,USD,2026-06-24,False
O00791,Globex,4683.58,CHF,2026-01-12,True
O00792,Umbrella,3723.67,CHF,2026-07-13,True
O00793,Umbrella,2628.95,EUR,2026-09-15,False
O00794,Globex,516.48,USD,2026-05-24,False
O00795,Globex,381.43,USD,2026-06-13,True
O00796,Initech,3318.04,USD,2026-02-13,False
O00797,Umbrella,1294.03,CHF,2026-01-26,True
O00798,Umbrella,3437.71,EUR,2026-09-17,False
O00799,Hooli,705.1,USD,2026-03-22,False
O00800,ACME,4288.01,USD,2026-03-17,True
O00801,Hooli,2297.84,CHF,2026-02-24,True
O00802,ACME,1433.01,EUR,2026-04-19,False
O00803,Hooli,1004.79,EUR,2026-07-10,True
O00804,ACME,1806.0,USD,2026-04-12,False
O00805,Initech,2563.15,CHF,2026-08-16,True
O00806,Globex,4171.26,EUR,2026-05-24,False
O00807,Globex,4874.93,USD,2026-01-23,True
O00808,Initech,2071.15,CHF,2026-01-28,False
O00809,Globex,1199.78,EUR,2026-03-18,False
O00810,Umbrella,2813.75,CHF,2026-07-14,False
O00811,Globex,2814.89,USD,2026-07-14,True
O00812,Hooli,684.96,USD,2026-01-15,True
O00813,Umbrella,845.83,CHF,2026-08-23,False
O00814,Hooli,3311.91,EUR,2026-05-23,True
O00815,ACME,2183.54,EUR,2026-01-19,True
O00816,Initech,3769.8,EUR,2026-03-23,True
O00817,Hooli,1890.47,USD,2026-09-28,True
O00818,Umbrella,1226.29,CHF,2026-09-28,False
O00819,Hooli,4812.25,EUR,2026-07-12,False
O00820,Hooli,1916.15,CHF,2026-05-17,False
O00821,Initech,4781.95,USD,2026-02-11,False
O00822,Globex,3363.82,EUR,2026-08-25,False
O00823,Globex,2332.87,USD,2026-04-23,True
O00824,Globex,2717.29,USD,2026-03-17,False
O00825,Initech,1906.64,USD,2026-06-14,True
O00826,Globex,4395.79,EUR,2026-01-26,True
O00827,Umbrella,3083.75,CHF,2026-02-25,False
O00828,Initech,2889.03,USD,2026-06-23,False
O00829,Globex,4058.73,CHF,2026-01-15,False
O00830,Initech,594.54,CHF,2026-05-27,True
O00831,Globex,3527.43,EUR,2026-06-19,False
O00832,Globex,4109.66,CHF,2026-08-28,True
O00833,Globex,4486.45,CHF,2026-09-23,False
O00834,ACME,359.56,EUR,2026-03-12,True
O00835,ACME,876.2,EUR,2026-05-17,True
O00836,ACME,580.0,EUR,2026-04-14,False
O00837,Initech,376.01,USD,2026-06-19,False
O00838,Umbrella,4375.06,USD,2026-01-12,False
O00839,Globex,1335.13,EUR,2026-01-18,True
O00840,Initech,1715.08,USD,2026-03-16,True
O00841,Globex,4196.29,USD,2026-07-19,True
O00842,Globex,1563.78,EUR,2026-08-13,True
O00843,Hooli,769.73,CHF,2026-08-24,True
O00844,Hooli,475.68,CHF,2026-08-28,False
O00845,Globex,75.61,CHF,2026-04-13,False
O00846,Globex,3756.7,CHF,2026-07-26,False
O00847,ACME,164.21,CHF,2026-01-17,False
O00848,Globex,3202.57,CHF,2026-08-16,True
O00849,Globex,4931.38,CHF,2026-05-14,True
O00850,ACME,1139.29,USD,2026-05-22,False
O00851,Hooli,3608.74,EUR,2026-06-12,False
O00852,ACME,1631.9,EUR,2026-03-15,True
O00853,Umbrella,160.83,USD,2026-02-26,False
O00854,Umbrella,2651.02,EUR,2026-02-12,False
O00855,Umbrella,2422.8,USD,2026-09-17,False
O00856,Initech,4262.94,CHF,2026-07-21,False
O00857,Initech,3097.54,EUR,2026-08-12,False
O00858,Globex,196.51,CHF,2026-03-12,False
O00859,Hooli,185.27,CHF,2026-02-20,False
O00860,Hooli,437.65,USD,2026-02-11,True
O00861,Initech,4549.98,CHF,2026-03-26,True
O00862,ACME,1586.88,CHF,2026-07-15,True
O00863,Globex,1940.5,USD,2026-06-21,True
O00864,Globex,2295.83,CHF,2026-02-12,False
O00865,Umbrella,2369.12,EUR,2026-05-24,False
O00866,Globex,3672.62,EUR,2026-04-25,True
O00867,Hooli,1700.87,EUR,2026-01-18,False
O00868,Globex,4881.4,CHF,2026-06-20,True
O00869,Initech,3416.26,CHF,2026-07-11,True
O00870,Globex,2878.71,EUR,2026-05-11,True
O00871,Initech,1147.33,USD,2026-05-21,False
O00872,Initech,3092.97,USD,2026-07-19,True
O00873,Globex,72.83,CHF,2026-07-28,True
O00874,ACME,4953.3,CHF,2026-03-14,False
O00875,Initech,2527.7,USD,2026-07-23,False
O00876,Globex,1206.61,CHF,2026-06-11,False
O00877,Globex,4240.9,EUR,2026-09-11,False
O00878,Initech,2356.39,USD,2026-04-20,False
O00879,Globex,329.45,EUR,2026-06-10,True
O00880,Globex,1856.44,CHF,2026-02-25,True
O00881,Globex,4300.93,CHF,2026-07-19,False
O00882,Umbrella,1556.31,CHF,2026-08-20,False
O00883,Initech,3697.96,USD,2026-02-28,True
O00884,Umbrella,2236.22,EUR,2026-04-16,True
O00885,Initech,2718.41,CHF,2026-02-28,True
O00886,Umbrella,2958.45,USD,2026-01-14,False
O00887,ACME,927.21,USD,2026-09-21,True
O00888,Globex,3971.59,CHF,2026-01-17,False
O00889,Umbrella,797.13,CHF,2026-02-23,True
O00890,Initech,1515.8,USD,2026-09-15,False
O00891,Hooli,3763.38,EUR,2026-03-22,True
O00892,Globex,97.56,CHF,2026-09-13,False
O00893,ACME,4620.67,EUR,2026-09-10,True
O00894,Hooli,2317.39,EUR,2026-09-16,True
O00895,Globex,3159.04,EUR,2026-07-14,False
O00896,Hooli,1387.3,USD,2026-04-26,False
O00897,ACME,470.86,EUR,2026-06-15,True
O00898,Hooli,1285.55,CHF,2026-03-17,True
O00899,Globex,4880.37,CHF,2026-02-24,True
O00900,Initech,4181.84,USD,2026-09-11,False
O00901,ACME,2218.7,EUR,2026-02-27,False
O00902,Globex,1606.47,EUR,2026-04-27,False
O00903,Umbrella,3835.25,EUR,2026-04-17,True
O00904,Umbrella,1789.17,USD,2026-05-19,True
O00905,Globex,2233.24,EUR,2026-04-28,False
O00906,ACME,2527.76,EUR,2026-07-25,False
O00907,Hooli,2436.38,USD,2026-08-26,True
O00908,Umbrella,2963.92,EUR,2026-09-15,True
O00909,ACME,1765.38,USD,2026-02-22,True
O00910,Initech,3672.92,USD,2026-06-22,True
O00911,Umbrella,4323.06,CHF,2026-09-10,True
O00912,Umbrella,1778.82,CHF,2026-07-23,False
O00913,Globex,2775.56,CHF,2026-01-14,False
O00914,Umbrella,3957.17,CHF,2026-04-20,True
O00915,Hooli,2764.01,CHF,2026-03-19,True
O00916,Globex,4488.65,EUR,2026-06-25,False
O00917,Umbrella,1380.65,CHF,2026-01-21,False
O00918,Umbrella,590.09,USD,2026-07-28,False
O00919,ACME,1858.72,USD,2026-02-21,True
O00920,Initech,4457.43,USD,2026-08-15,False
O00921,ACME,387.85,EUR,2026-01-14,True
O00922,Initech,1147.66,EUR,2026-07-18,True
O00923,ACME,4735.24,CHF,2026-09-12,True
O00924,Umbrella,4189.26,EUR,2026-08-22,False
O00925,ACME,3151.54,CHF,2026-03-14,False
O00926,ACME,429.69,EUR,2026-02-11,True
O00927,Initech,3544.35,CHF,2026-03-13,False
O00928,Globex,544.49,EUR,2026-06-16,False
O00929,ACME,4895.25,USD,2026-06-22,False
O00930,Initech,2236.32,USD,2026-01-15,True
O00931,Globex,4465.17,USD,2026-01-24,True
O00932,Umbrella,2741.17,CHF,2026-01-24,False
O00933,ACME,3009.04,USD,2026-07-26,True
O00934,ACME,4575.03,CHF,2026-09-14,False
O00935,Globex,3444.9,EUR,2026-01-26,True
O00936,Initech,2076.38,CHF,2026-04-28,False
O00937,Umbrella,1675.46,USD,2026-03-20,False
O00938,Globex,1352.05,EUR,2026-01-28,False
O00939,Initech,3216.02,CHF,2026-05-20,True
O00940,Hooli,4289.78,USD,2026-05-12,False
O00941,ACME,753.93,EUR,2026-07-19,False
O00942,ACME,445.46,EUR,2026-02-22,False
O00943,ACME,3034.67,USD,2026-08-18,True
O00944,Umbrella,3247.23,EUR,2026-01-25,False
O00945,Globex,334.54,USD,2026-05-21,True
O00946,Hooli,4715.97,CHF,2026-07-28,False
O00947,Umbrella,3218.93,USD,2026-07-25,True
O00948,ACME,3748.07,EUR,2026-05-11,True
O00949,Initech,3187.93,USD,2026-04-18,True
O00950,Umbrella,2394.78,EUR,2026-02-11,True
O00951,Umbrella,3007.66,CHF,2026-02-19,False
O00952,Hooli,934.67,EUR,2026-02-15,False
O00953,Initech,829.58,EUR,2026-08-17,False
O00954,Initech,4563.92,EUR,2026-03-19,True
O00955,Umbrella,2669.46,USD,2026-04-13,False
O00956,Umbrella,4029.93,CHF,2026-01-22,True
O00957,Umbrella,2409.55,CHF,2026-04-18,True
O00958,Hooli,3422.53,CHF,2026-06-22,True
O00959,Globex,4495.42,USD,2026-08-18,False
O00960,ACME,2774.63,CHF,2026-06-15,False
O00961,ACME,1844.71,EUR,2026-03-25,False
O00962,Initech,1931.33,CHF,2026-03-20,True
O00963,Initech,1030.82,EUR,2026-05-24,False
O00964,Hooli,3892.09,CHF,2026-06-25,True
O00965,Hooli,4791.09,CHF,2026-03-21,True
O00966,Hooli,960.2,USD,2026-04-28,True
O00967,Umbrella,59.11,CHF,2026-02-16,True
O00968,Globex,3348.63,CHF,2026-05-13,True
O00969,Hooli,3568.84,EUR,2026-05-11,False
O00970,ACME,4845.63,USD,2026-01-26,False
O00971,Initech,4513.62,CHF,2026-09-15,True
O00972,Hooli,1021.62,EUR,2026-04-13,True
O00973,ACME,1344.59,CHF,2026-09-20,False
O00974,Umbrella,4963.35,EUR,2026-02-23,True
O00975,Initech,2576.87,USD,2026-06-10,True
O00976,ACME,4967.97,CHF,2026-09-22,True
O00977,Initech,3633.07,CHF,2026-03-21,False
O00978,Initech,2722.18,EUR,2026-03-14,True
O00979,ACME,2946.78,EUR,2026-03-19,True
O00980,Hooli,2487.92,USD,2026-09-10,True
O00981,Globex,2119.09,EUR,2026-01-17,False
O00982,Globex,3870.26,USD,2026-07-23,False
O00983,Umbrella,3827.91,EUR,2026-01-24,True
O00984,ACME,3024.14,EUR,2026-04-12,False
O00985,ACME,3872.16,EUR,2026-06-12,False
O00986,Initech,380.2,USD,2026-04-14,True
O00987,Initech,2165.44,EUR,2026-09-23,True
O00988,Hooli,236.63,EUR,2026-03-11,False
O00989,Hooli,207.73,EUR,2026-02-26,True
O00990,Hooli,2028.1,EUR,2026-04-23,False
O00991,Umbrella,466.38,USD,2026-01-17,False
O00992,ACME,999.94,EUR,2026-09-19,False
O00993,Initech,1248.36,CHF,2026-06-17,True
O00994,Umbrella,2088.72,USD,2026-02-14,True
O00995,ACME,293.69,EUR,2026-05-13,False
O00996,Hooli,3405.43,USD,2026-04-13,False
O00997,Hooli,4045.78,USD,2026-02-28,False
O00998,Globex,715.08,USD,2026-07-14,True
O00999,Globex,2894.93,CHF,2026-01-12,True
O01000,Initech,1207.72,EUR,2026-05-21,True
O01001,Initech,2039.18,USD,2026-03-24,False
O01002,Globex,27.96,EUR,2026-09-23,True
O01003,Globex,3298.56,USD,2026-02-13,False
O01004,ACME,3360.78,EUR,2026-03-11,False
O01005,ACME,4374.52,CHF,2026-06-27,False
O01006,Hooli,2670.58,USD,2026-09-16,False
O01007,Initech,640.6,USD,2026-09-27,True
O01008,Hooli,1394.31,CHF,2026-03-26,True
O01009,Umbrella,2154.38,CHF,2026-03-11,False
O01010,Initech,603.32,CHF,2026-08-21,False
O01011,Globex,3524.81,CHF,2026-09-22,False
O01012,Initech,2016.12,CHF,2026-01-18,False
O01013,Initech,3658.25,EUR,2026-08-21,False
O01014,Umbrella,1803.71,USD,2026-04-17,False
O01015,Initech,3179.83,CHF,2026-01-18,True
O01016,Initech,1809.46,EUR,2026-07-26,False
O01017,Globex,1708.59,USD,2026-02-15,False
O01018,ACME,1852.62,USD,2026-08-11,True
O01019,Initech,4245.71,USD,2026-05-23,True
O01020,Initech,778.03,CHF,2026-03-15,False
O01021,Initech,312.73,CHF,2026-04-20,True
O01022,Globex,4454.74,USD,2026-07-16,True
O01023,Initech,2551.09,EUR,2026-05-24,False
O01024,Hooli,4941.99,EUR,2026-07-22,True
O01025,Umbrella,3912.58,CHF,2026-06-13,False
O01026,Initech,642.43,EUR,2026-04-16,True
O01027,Hooli,3374.96,CHF,2026-04-19,True
O01028,Globex,3543.64,EUR,2026-04-25,False
O01029,ACME,191.62,USD,2026-09-12,False
O01030,ACME,1194.47,USD,2026-05-23,False
O01031,ACME,4512.5,EUR,2026-06-22,True
O01032,Umbrella,1225.43,CHF,2026-04-22,True
O01033,Hooli,3984.03,USD,2026-05-25,False
O01034,Umbrella,4935.16,EUR,2026-07-24,True
O01035,Hooli,3128.44,CHF,2026-08-27,False
O01036,Globex,4000.23,EUR,2026-05-24,True
O01037,Initech,2314.66,EUR,2026-01-12,True
O01038,ACME,927.27,EUR,2026-07-23,False
O01039,Initech,4596.39,USD,2026-09-21,True
O01040,ACME,2557.9,USD,2026-02-21,False
O01041,Hooli,1055.49,USD,2026-06-20,False
O01042,Initech,3809.72,CHF,2026-06-13,False
O01043,Hooli,3212.1,EUR,2026-06-13,False
O01044,Globex,2092.88,USD,2026-04-22,True
O01045,Globex,4992.3,EUR,2026-09-24,False
O01046,Umbrella,1299.26,EUR,2026-08-15,False
O01047,ACME,153.51,EUR,2026-06-22,True
O01048,Umbrella,2733.42,EUR,2026-09-15,True
O01049,Globex,3472.28,USD,2026-09-14,True
O01050,Hooli,4349.58,USD,2026-09-27,True
O01051,Umbrella,3666.24,EUR,2026-03-18,False
O01052,Initech,3396.35,CHF,2026-04-24,False
O01053,Hooli,640.12,USD,2026-08-24,True
O01054,ACME,3267.59,EUR,2026-02-11,True
O01055,Initech,4033.95,EUR,2026-03-26,True
O01056,ACME,3096.78,EUR,2026-08-12,False
O01057,Hooli,1200.89,EUR,2026-04-20,False
O01058,Hooli,139.91,USD,2026-06-12,True
O01059,ACME,3124.51,EUR,2026-01-15,False
O01060,Initech,1510.52,CHF,2026-02-16,False
O01061,Hooli,3981.06,USD,2026-09-10,True
O01062,Initech,1146.02,EUR,2026-09-25,True
O01063,Umbrella,3499.59,USD,2026-07-24,True
O01064,Globex,1413.01,CHF,2026-09-17,True
O01065,Initech,1986.5,EUR,2026-02-16,False
O01066,Initech,2312.87,USD,2026-09-25,True
O01067,Hooli,3770.22,CHF,2026-06-22,True
O01068,Globex,1743.7,CHF,2026-07-15,True
O01069,Umbrella,4593.53,USD,2026-09-16,True
O01070,Globex,1772.94,EUR,2026-05-18,False
O01071,ACME,2417.17,USD,2026-04-20,False
